Unnamed: 0,path,label_,label
764,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\kia#mohavi_the master(2019)\C-221005_13_CR06_02_A0064.jpg,kia#mohavi_the master(2019),62
579,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\hyundai#tucson_all new(2015)\C-221008_13_CR06_01_A0645.jpg,hyundai#tucson_all new(2015),423
654,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\kia#carnival_all new(2014)\C-220721_15_CR11_01_A1865.jpg,kia#carnival_all new(2014),89
812,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\kia#niro_niro(2016)\C-220902_13_CR13_05_A0713.jpg,kia#niro_niro(2016),50
1085,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\ssangyong#rexton_sports khan(2019)\C-220902_13_CR13_05_A3205.jpg,ssangyong#rexton_sports khan(2019),238
999,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\renault samsung#sm3_sm3(2002)\C-220721_13_CR11_03_A0203.jpg,renault samsung#sm3_sm3(2002),130
28,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\BMW#7 series_g11(2015)\C-220721_13_CR11_03_A0458.jpg,BMW#7 series_g11(2015),15
542,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\hyundai#starex_grand(2007)\C-220721_14_CR12_04_A1043.jpg,hyundai#starex_grand(2007),368
296,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\hyundai#grandeur_hg(2013)\C-221005_13_CR06_02_A0050.jpg,hyundai#grandeur_hg(2013),346
76,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\chevrolet(gm daewoo)#matiz_all new(2005)\C-220722_13_CR11_05_A0694.jpg,chevrolet(gm daewoo)#matiz_all new(2005),196
425,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\hyundai#santafe_dm(2012)\C-220926_15_CR12_02_A1223.jpg,hyundai#santafe_dm(2012),372
276,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\hyundai#grandeur_hg(2013)\C-220721_15_CR11_01_A0674.jpg,hyundai#grandeur_hg(2013),346
337,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\hyundai#grandeur_tg(2005)\C-220722_13_CR11_05_A1668.jpg,hyundai#grandeur_tg(2005),348
331,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\hyundai#grandeur_tg(2005)\C-220721_14_CR12_01_A0204.jpg,hyundai#grandeur_tg(2005),348
247,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\hyundai#genesis_gv70(2021)\C-220721_16_CR11_02_A0699.jpg,hyundai#genesis_gv70(2021),407
799,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\kia#morning_urban(2020)\C-220721_15_CR12_02_A2087.jpg,kia#morning_urban(2020),60
405,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\hyundai#santafe_cm(2005)\C-221008_14_CR06_01_A0066.jpg,hyundai#santafe_cm(2005),371
888,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\kia#sorento_the new(2017)\C-220721_15_CR12_02_A2241.jpg,kia#sorento_the new(2017),76
998,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\renault samsung#sm3_new(2009)\C-221008_14_CR06_01_A0134.jpg,renault samsung#sm3_new(2009),132
784,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\kia#morning_all new(2011)\C-221005_16_CR06_04_A0020.jpg,kia#morning_all new(2011),61
336,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\hyundai#grandeur_tg(2005)\C-220722_13_CR11_05_A0017.jpg,hyundai#grandeur_tg(2005),348
1124,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\toyota#rav4_new(2019)\C-220806_13_CR13_03_A0031.jpg,toyota#rav4_new(2019),103
242,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\hyundai#genesis_genesis(2008)\C-220807_13_CR13_03_A3334.jpg,hyundai#genesis_genesis(2008),410
1090,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\ssangyong#rexton_sports(2018)\C-220806_14_CR13_05_A3604.jpg,ssangyong#rexton_sports(2018),239
643,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\kia#carnival_4th(2020)\C-220806_15_CR13_05_A1060.jpg,kia#carnival_4th(2020),85
894,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\kia#sorento_the new(2017)\C-220806_13_CR13_03_A0420.jpg,kia#sorento_the new(2017),76
727,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\kia#k7_all new(2016)\C-220806_16_CR13_03_A0447.jpg,kia#k7_all new(2016),42
863,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\kia#sorento_4th(2020)\C-220722_16_CR11_04_A0389.jpg,kia#sorento_4th(2020),73
713,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\kia#k5_k5(2010)\C-220806_15_CR13_03_A0435.jpg,kia#k5_k5(2010),38
729,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\kia#k7_k7(2009)\C-221005_13_CR06_02_A0063.jpg,kia#k7_k7(2009),40
960,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\mini#cooper_clubman(2007)\C-221008_14_CR06_01_A0495.jpg,mini#cooper_clubman(2007),150
250,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\hyundai#genesis_gv70(2021)\C-220807_13_CR13_03_A2927.jpg,hyundai#genesis_gv70(2021),407
984,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\renault samsung#qm6_qm6(2016)\C-220806_14_CR13_05_A3604.jpg,renault samsung#qm6_qm6(2016),129
240,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\hyundai#genesis_genesis(2008)\C-220722_15_CR11_04_A0751.jpg,hyundai#genesis_genesis(2008),410
556,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\hyundai#starex_grand(2007)\C-221008_14_CR06_03_A0052.jpg,hyundai#starex_grand(2007),368
494,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\hyundai#sonata_new rise(2017)\C-220722_16_CR11_04_A0530.jpg,hyundai#sonata_new rise(2017),382
173,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\hyundai#avante_md(2010)\C-220806_15_CR13_03_A3426.jpg,hyundai#avante_md(2010),387
845,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\kia#seltos_seltos(2019)\C-220721_16_CR11_02_A0011.jpg,kia#seltos_seltos(2019),66
127,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\hyundai#aslan_aslan(2014)\C-220806_13_CR13_03_A1433.jpg,hyundai#aslan_aslan(2014),390
967,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\porsche#cayenne_cayenne(2002)\C-220705_14_CR13_01_A0245.jpg,porsche#cayenne_cayenne(2002),315
1106,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\ssangyong#tivoli_tivoli(2015)\C-221008_13_CR06_01_A0497.jpg,ssangyong#tivoli_tivoli(2015),261
606,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\hyundai#veracruz_veracruz(2006)\C-220730_17_CR13_01_A1745.jpg,hyundai#veracruz_veracruz(2006),362
680,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\kia#forte_forte(2008)\C-221008_14_CR06_03_A0073.jpg,kia#forte_forte(2008),94
555,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\hyundai#starex_grand(2007)\C-221008_13_CR06_01_A0505.jpg,hyundai#starex_grand(2007),368
1017,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\renault samsung#sm5_sm5 new(2010)\C-220806_14_CR13_05_A2127.jpg,renault samsung#sm5_sm5 new(2010),134
869,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\kia#sorento_4th(2020)\C-220806_17_CR13_03_A2436.jpg,kia#sorento_4th(2020),73
761,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\kia#mohavi_mohavi(2007)\C-220730_17_CR13_01_A1682.jpg,kia#mohavi_mohavi(2007),63
1043,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\renault samsung#xm3_xm3(2020)\C-220806_14_CR13_05_A1438.jpg,renault samsung#xm3_xm3(2020),143
233,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\hyundai#genesis_g90 (rs4)(2018)\C-220705_14_CR13_01_A0132.jpg,hyundai#genesis_g90 (rs4)(2018),405
459,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\hyundai#sonata_dn8(2019)\C-220806_14_CR13_05_A3159.jpg,hyundai#sonata_dn8(2019),376
192,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\hyundai#genesis_dh(2013)\C-220705_13_CR13_01_A1197.jpg,hyundai#genesis_dh(2013),399
178,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\hyundai#avante_md(2010)\C-221008_14_CR06_01_A0066.jpg,hyundai#avante_md(2010),387
224,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\hyundai#genesis_g80(2016)\C-220721_15_CR12_03_A0366.jpg,hyundai#genesis_g80(2016),403
54,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\cadillac#model 3_model 3(2017)\C-220902_13_CR13_05_A3000.jpg,cadillac#model 3_model 3(2017),302
135,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\hyundai#avante_ad(2015)\C-221005_16_CR06_04_A0313.jpg,hyundai#avante_ad(2015),384
45,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\audi#a8_new(2002)\C-221005_16_CR06_04_A0032.jpg,audi#a8_new(2002),271
813,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\kia#niro_niro(2016)\C-221005_16_CR06_04_A0030.jpg,kia#niro_niro(2016),50
97,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\chevrolet(gm daewoo)#spark_spark(2011)\C-220806_15_CR13_03_A2831.jpg,chevrolet(gm daewoo)#spark_spark(2011),205
523,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\hyundai#sonata_yf(2009)\C-220917_16_CR13_03_A3130.jpg,hyundai#sonata_yf(2009),381
1166,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\volkswagen#tiguan_2th(2018)\C-221008_13_CR06_01_A0928.jpg,volkswagen#tiguan_2th(2018),329
722,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\kia#k7_all new(2016)\C-220721_15_CR12_03_A0099.jpg,kia#k7_all new(2016),42
959,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\mini#cooper_clubman(2007)\C-220806_14_CR13_03_A1494.jpg,mini#cooper_clubman(2007),150
589,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\hyundai#tucson_nx4(2020)\C-220721_15_CR12_02_A0955.jpg,hyundai#tucson_nx4(2020),420
637,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\kia#carnival_4th(2020)\C-220721_13_CR11_03_A0204.jpg,kia#carnival_4th(2020),85
852,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\kia#seltos_seltos(2019)\C-221008_14_CR06_03_A0248.jpg,kia#seltos_seltos(2019),66
1064,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\ssangyong#korando_c(2011)\C-221005_13_CR06_02_A0130.jpg,ssangyong#korando_c(2011),253
946,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\landrover#rangerover_sports 2th(2013)\C-220902_13_CR13_05_A2511.jpg,landrover#rangerover_sports 2th(2013),115
834,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\kia#ray_the new(2017)\C-220721_15_CR11_01_A0669.jpg,kia#ray_the new(2017),54
364,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\hyundai#i30_the new(2015)\C-220721_15_CR12_03_A1710.jpg,hyundai#i30_the new(2015),341
819,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\kia#opirus_premium(2009)\C-220721_14_CR12_04_A0482.jpg,kia#opirus_premium(2009),84
652,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\kia#carnival_all new(2014)\C-220721_13_CR12_05_A2544.jpg,kia#carnival_all new(2014),89
353,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\hyundai#grandeur_the new ig(2019)\C-220806_15_CR13_03_A1621.jpg,hyundai#grandeur_the new ig(2019),352
226,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\hyundai#genesis_g80(2016)\C-220721_16_CR11_02_A0263.jpg,hyundai#genesis_g80(2016),403
886,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\kia#sorento_the new(2017)\C-220721_14_CR12_04_A1378.jpg,kia#sorento_the new(2017),76
365,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\hyundai#i30_the new(2015)\C-220806_14_CR13_05_A2664.jpg,hyundai#i30_the new(2015),341
843,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\kia#seltos_seltos(2019)\C-220721_15_CR11_01_A0158.jpg,kia#seltos_seltos(2019),66
1062,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\ssangyong#korando_beautiful(2019)\C-220721_14_CR12_01_A0838.jpg,ssangyong#korando_beautiful(2019),256
130,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\hyundai#avante_ad(2015)\C-220721_15_CR12_03_A1706.jpg,hyundai#avante_ad(2015),384
874,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\kia#sorento_r(2009)\C-220721_17_CR11_02_A0600.jpg,kia#sorento_r(2009),75
704,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\kia#k5_2th(2015)\C-221008_14_CR06_03_A0402.jpg,kia#k5_2th(2015),36
1176,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\volvo#v60_the new country(2th)(2019)\C-220705_14_CR13_01_A0838.jpg,volvo#v60_the new country(2th)(2019),186
1068,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\ssangyong#korando_sports(2012)\C-220721_15_CR12_03_A0707.jpg,ssangyong#korando_sports(2012),257
756,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\kia#k9_the(2018)\C-221008_14_CR06_03_A0081.jpg,kia#k9_the(2018),48
891,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\kia#sorento_the new(2017)\C-220722_15_CR11_04_A0531.jpg,kia#sorento_the new(2017),76
950,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\lexus#es_new generation(2018)\C-220722_13_CR11_05_A0697.jpg,lexus#es_new generation(2018),119
849,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\kia#seltos_seltos(2019)\C-221005_13_CR06_02_A0127.jpg,kia#seltos_seltos(2019),66
404,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\hyundai#santafe_cm(2005)\C-221005_16_CR06_04_A0035.jpg,hyundai#santafe_cm(2005),371
1066,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\ssangyong#korando_new style c(2017)\C-220806_17_CR13_03_A1048.jpg,ssangyong#korando_new style c(2017),254
1094,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\ssangyong#tivoli_air(2016)\C-220721_13_CR11_03_A0974.jpg,ssangyong#tivoli_air(2016),260
263,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\hyundai#grandeur_hg(2013)\C-220705_14_CR13_01_A0528.jpg,hyundai#grandeur_hg(2013),346
268,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\hyundai#grandeur_hg(2013)\C-220721_14_CR12_01_A0374.jpg,hyundai#grandeur_hg(2013),346
701,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\kia#k5_2th(2015)\C-220721_16_CR11_02_A0360.jpg,kia#k5_2th(2015),36
526,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\hyundai#starex_grand the new(2017)\C-220721_14_CR12_01_A1182.jpg,hyundai#starex_grand the new(2017),367
119,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\honda#accord_all new(2008)\C-221005_13_CR06_02_A0062.jpg,honda#accord_all new(2008),435
458,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\hyundai#sonata_dn8(2019)\C-220806_14_CR13_05_A2171.jpg,hyundai#sonata_dn8(2019),376
369,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\hyundai#ioniq_5(2021)\C-220721_13_CR12_05_A3589.jpg,hyundai#ioniq_5(2021),391
738,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\kia#k7_premier(2019)\C-221005_13_CR06_02_A0050.jpg,kia#k7_premier(2019),43
374,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\hyundai#ioniq_5(2021)\C-221005_13_CR06_02_A0138.jpg,hyundai#ioniq_5(2021),391
612,C:\Users\QBIC\Desktop\workspace\car_recog_project\transFG\datasets/custom\intra12345city bus#unknown\C-220806_13_CR13_05_A2271.jpg,intra12345city bus#unknown,232
